56,"Are we allowed to go to the houses of our extended family for caregiving purposes (e.g., grandparents going to children's house to care for grandchildren, children bringing groceries/food for elderly parents who do not stay with them)?","The objective of the circuit breaker measures is to significantly reduce movements and social interactions, especially for seniors who are more vulnerable to COVID-19 infection.
Grandparents can continue to care for their grandchildren if the grandchildren stay with them throughout this period. We strongly urge seniors to stay at home and avoid going out. You should not drop off your children with their grandparents on a daily basis as this increases the risk of transmission. However, exemptions can be made if you belong to one of the following groups:
Both parents are essential service workers and unable to work from home;
One parent is a healthcare professional (e.g. doctor, nurse, allied health professional, support care staff) and is unable to work from home; and
One parent is an essential service worker who is unable to work from home, and have a child/children below the age of three.
Individuals can still visit elderly family members to assist with their daily needs if there is no one else living with them who can do so. Where possible, we strongly recommend for family members to support their elderly relatives who do not stay with them by keeping in contact through phone or video calls, or bringing them groceries, food and other essential supplies to assist with their daily needs. This is to avoid seniors having to make trips out of the home for such activities.
Social gatherings, such as private parties and social get-togethers with friends and relatives and family members not within the same household, are disallowed."
57,"Can children still visit playgrounds or play in common areas such as HDB corridors, or condominium facilities?","No. Public playgrounds and condominium facilities, such as playgrounds, gyms and pools, will be closed. Children should also refrain from playing in common areas such as HDB corridors and void decks.
Children may visit public spaces around their immediate neighbourhood, for example public parks. They should do so only with members of their households. Safe distancing measures must be observed at all times.
Members of public are also advised to return to their homes promptly and not linger."
58,"Can I move to stay in another household (e.g. my fiancé/fiancée or my child/ parent) in the middle of this circuit breaker period (e.g. on 15 April 2020) and remain in that household till the end of the circuit breaker period (i.e. 1 June 2020)?
","You should avoid doing so, to minimize the risk of transmission due to frequent interactions between households."
59,"Can my day-time nanny caring for my child still come?
","No. Parents should suspend services of their day-time nannies so as to minimise the risk of transmission across different households.
Parents are encouraged to care for their children within their own households. Employers are requested to exercise the necessary flexibility to support parents who are working from home during this time as having to care for their children personally might take a toll on their work productivity.
To support our essential service workers we are allowing exemptions from the restriction for the following families who can continue to tap on the grandparents for childcare support on a daily basis:
Both parents are essential service workers and unable to work from home.
One parent is a healthcare professional (e.g. doctor, nurse, allied health professional , support care staff, etc) and is unable to work from from home.
One parent is an essential service worker who is unable to work from home and have a child/children below the age of three (this is in recognition that younger children are typically taken care of at home and need more attention).
Preschools will also continue to prioritise limited service provision for families without alternative care where:
Both parents are essential service workers (non-healthcare workers) or
One parent is a healthcare professional."
60,I find it difficult to work from home and take care of my child at the same time. I am also unable to find alternative child care arrangements. What can I do?,"The circuit breaker is an important public health measure to stem the spread of the COVID-19 virus and to safeguard the health all Singaporeans during this pandemic. It is in the best interest of your children and family to stay at home during this period.
 
For parents working from home, we fully empathise that it can be challenging to juggle caring for our loved ones and maintaining the fullest commitment to our work. However, these are exceptional times and we each need to make adjustments to our lives to collectively curb the transmission of COVID-19. We need to limit the attendance in schools/preschools to reduce the risks of transmission. Employers are encouraged to exercise flexibility and understanding to employees during this period."
61,"I'm a parent working in essential services. Can I continue to send my child to preschool?
","During the circuit breaker period, preschools remain open to serve a limited group of families. They remain open for families with no alternative caregiving arrangements and where (a) both parents are essential service workers (non-healthcare workers) working away from home or (b) one parent is a healthcare worker working away from home.
 
Parents may contact their existing preschool if the child is already enrolled with a centre. If your child is not enrolled with a centre. If your child is not enrolled with a centre. If your child is not enrolled with a preschool, you can find one using ECDA's Preschool Search Portal (http://go.gov.sg/ecda-psp) and contact the centre directly."
62,"I'm a parent working in essential services. Can my child continue attending a community-based student care centre?

","For parents who are both working in essential services (non-healthcare workers) and are unable to secure alternative care arrangements, you may approach your child's school or Special Education (SPED) school for assistance."
63,"Is my job considered ""essential services""?

","You may refer to the list of essential services listed here:
 
https://go.gov.sg/essential-services"
64,"My parents usually come over to help me with caring for my children on weekdays. Can we still do so?

","You should avoid doing so during this period, to minimise the risk of transmission, especially to elderly parents, due to frequent interactions between households.
Grandparents can continue to care for their grandchildren if the grandchildren stay with them throughout this period. They must remain in the same household throughout the period, as movement between households should be avoided to reduce the risk of transmission and to protect our seniors who are most vulnerable to COVID-19.
While most parents would be working from home, there would be some households where parents have to continue going to work during this period. These are workers in our essential services, especially our healthcare workers who are on the frontline working on shifts and on weekends, when childcare centres may not be available, and may be activated at any time of the day to respond to the COVID-19 situation. They will face additional difficulties which may be unnecessarily stressful for these essential service personnel. For very young children, we also recognise that it is difficult for them to be away from their parents for long periods of time, and adjusting to new caregivers that they are unfamiliar with would be challenging.
Therefore, we will be implementing exemptions for the following families, who may continue to tap on the grandparents for childcare support on a daily basis:
Both parents are essential service workers and unable to work from home;

One parent is a healthcare professional (e.g. doctor, nurse, allied health professional, support care staff) and is unable to work from home; and

One parent is an essential service worker who is unable to work from home, and have a child/children below the age of three.

Parents requiring assistance may contact ECDA at contact@ecda.gov.sg or 67359213.
Families who are relying on the grandparents for childcare on a daily basis are advised to take the necessary safe distancing precautions to protect the elderly. Observe personal hygiene and try to reduce interaction time as far as possible when visiting their home. Do not visit when unwell."
65,"What supporting documents do I need to prove to my child's preschool/student care centre that I am working in essential services?
","Parents/guardians can provide carious forms of documentation, for example, a letter from your employer, your staff pass etc."
66,"Will parents working in essential services, who continue sending their children to preschool and student care centres, receive the 50% fee offset as well?
",The fee offsets are only extended to Singaporean children not attending preschool and student care during the circuit breaker period.
67,"I am experiencing high levels of stress during this circuit breaker period. Where can I seek help or respite?
","For those with general anxiety or stress, you may call the National CARE Hotline (Tel: 62026868) for support.
 
For those experiencing marital or parenting stress, you may wish to contact CPH Online Counselling at www.cphonlinecounselling.sg.
 
Live chat: Mon-Fri 9am-9pm
 
From 13 Apr 2020, Sat 10am-2pm
(except public holidays)
 
Email: Anytime, counsellor will respond within 3 working days"
68,"I suspect a child is being abused. How do I contact Child Protection?

","If you suspect that a child is abused in any way, please do not hesitate to contact one of the following to seek advice or help:
Child Protection Service Helpline (1800 777 0000)
HEART @ Fei Yue Child Protection Specialist Centre (6819 9170)
Big Love Child Protection Specialist Centre (6445 0400)
SAFE SPACE Child Protection Specialist Centre (6266 0171)
If there is an emergency where a child has been harmed or is in imminent danger, please call the Police at 999 immediately."
69,"A limited number of selected senior care centres, day rehab centres, psychiatric rehabilitation centres, and day hospices will remain open to support those with inadequate family support, as well as intensive care needs. How do I ask for permission to continue sending my family members to these centres?
",Please ask your existing centre-based care provider to make an application on your behalf to the Agency of Integrated Care (AIC).
70,"Can I still accompany my elderly parent living in a different household to medical appointments or to purchase essential supplies?

","Yes, you can continue to accompany your elderly parent to medical appointments if there are no other alternatives (such as deferring non-essential appointments) but please take additional precautions such as wearing a mask and ensuring good personal hygiene while you are in contact with him or her.
As for purchase of essential supplies, we strongly recommend for family members to support their elderly relatives who do not stay with them by bringing them groceries, food and daily necessities. This is to avoid seniors having to make trips out of the home for such activities. Seniors should stay at home as far as possible."
71,"Can I still check on my neighbour who is a senior? She is living alone with no kin, and usually comes to our house for dinner.
","Yes, you may continue to provide assistance to her for her daily needs, but unless absolutely necessary, this should not be done with physical interaction. If you have any physical interaction, please take the necessary safe distancing precautions, such as observing personal hygiene and ensuring your hands are clean, minimising physical contact and maintaining a safe separation as much as possible. Do not visit if you are unwell.
If you know of a senior e.g. neighbour, friend, family member, who needs assistance with their daily needs, please contact the AIC hotline at 1800-650-6060."
72,Home personal care will be scaled down to serve only seniors with inadequate family support. How do I apply for continuation of service for these seniors?,"Home personal care will be available for seniors who live alone, or seniors who live only with another frail person or person with disability, or if the senior’s only caregiver is an essential service worker. If you know of seniors in such a situation you may apply for continuation of service through the senior’s existing home personal care provider, or call the AIC hotline at 1800-650-6060."
73,"If I am a volunteer delivering food to seniors and vulnerable groups, am I allowed to continue? If I stop, who will take care of these vulnerable persons?","It is far preferable to stop this at an individual level, as you will be coming into contact with other people, and then with the seniors and vulnerable persons. However, organisations and groups distributing essential aid (e.g. food) to vulnerable persons and families are allowed to continue their activities, but these should be limited to critical aid and supplies, and the necessary precautions must be taken. MSF’s advisory on Essential Aid Distribution (8 Apr 2020) provides more details (available at www.msf.gov.sg/media-room/Pages/COVID-19-advisory.aspx).
Please check with your host organisation whether it has been pre-cleared to continue with its activities. Per MSF’s advisory, if you are an organisation or group seeking to provide such services, please submit the necessary information to the National Council of Social Services (NCSS). MOH-subvented providers for meal deliveries do not need to submit additional information to NCSS.
For persons who are unable to buy or prepare food on their own, please contact the AIC Hotline at 1800-650-6060 for referral to a meal delivery service.
All other organisations/ groups providing aid are encouraged to engage known aid recipients remotely (via telephone, online, video-conference). This includes befriending services to check on the well-being of the elderly."
74,"My parent lives alone but does not require assistance with daily needs. However, I am afraid that he/she will get lonely as he/she is unable to spend time with friends at the coffeeshop/ community centre/ Senior Activity Centre during this period. Can I visit him/her from time-to-time?","To protect our seniors, we should minimise face-to-face interaction where possible. You may wish to contact him/her via the phone or video call instead, and encourage him/her to stay active by doing exercises at home, some of which can be accessed via the TV and online programmes which have been put in place for seniors.
You can also check in on him/her when you help to bring over groceries, food and daily necessities, but try to reduce interaction time as far as possible. Please take the necessary safe distancing precautions while you are there, such as observing personal hygiene and ensuring your hands are clean, minimising physical contact and maintaining a safe separation as much as possible. Do not visit if you are unwell.
We understand that this is a difficult adjustment for many families, and these measures go against our instinct to want to demonstrate frequent care and attention to our loved ones. But the elderly and vulnerable are most susceptible to severe COVID-19 infection, and we should refrain from exposing them to the risk of COVID-19 as far as possible by minimising physical interactions with them."
75,"What should I do if I am experiencing high levels of stress as a caregiver of a senior during this period?
",Please contact the AIC hotline at 1800-650-6060.
76,Will the Government be doing anything to reach out and identify seniors in need during this period? How will this be done?,"Yes, should you know of any senior requiring assistance with their daily needs, please contact the AIC hotline at 1800-650-6060."
77,"Am I allowed to make use of the hotel facilities (e.g. gym, swimming pool) during the SHN period?
","For the safety of those around you, you are required to stay in your room at all times during the 14-day SHN period. Usage of hotel facilities are not allowed. WIFI will be available, and meals will be catered for you. Free laundry services will also be provided."
78,Am I under quarantine orders?,"No, you are not under quarantine orders and are not required to have a dedicated room and toilet if this is not feasible. However, you should remain in your place of residence at all times during the 14-day period."
79,Are meals and laundry provided as part of the stay at SHN designated facilities?,"Returnees at the SHN designated facilities will have their own room/ toilet, and will be provided all their meals, so that they may avoid physical contact with other individuals. There will be WIFI provided so that you can continue your studies or work, or stay in touch with your family. Free laundry services are also provided."
80,"Are visitors allowed in the facilities?
","No visitors are allowed to enter the dedicated SHN hotels. This is necessary to help to keep your family and loved ones safe. However, family can pass packages to the staff at the facility."
81,Can I change my mind midway and decide to go home instead?,Persons under SHN have to remain in their place of residence at all times during the 14 day period. This would similarly apply to those staying in assigned SHN designated facilities.
82,Can I go home before going to the SHN designated facilities?,"There will be dedicated transport to bring you from airport directly to the designated facility. If there are essential items that you require, your family can pass these items to the staff at the facility."
83,Can I leave Singapore for work reasons or any other reasons during SHN period?,PSHN should defer their travel plans until completion of entire 14-day duration of SHN.
84,Can i opt into SHN dedicated hotels if I am already in Singapore and serving my SHN? Why are US/UK returnees who arrived prior to 25 Mar 2359H allowed to opt into SHN dedicated hotels?,"Returnees who are currently in Singapore serving out their SHN should continue to do so at their place of residence, including hotels. This is to manage the limited capacity and prioritise fresh returnees.
 
Given that UK/US returnees accounted for the highest share of imported cases thus far, we had previously allowed UK/US returnees who arrived in Singapore prior to 25 Mar 2359H to switch to our dedicated facilities.
 
For further assistance, please submit your request at www.go.gov.sg/shnhotelneeds."
85,Can I send my employees/students/myself to the doctor to get tested at the end of the 14-day period so that they can be cleared to come back to work/return to school?,"It is not useful to send persons who do not have symptoms to the doctor/ hospital for testing. Such individuals will not be offered diagnostic testing, and will be asked to return home."
86,Can I shift locations during SHN?,"You are urged to serve your 14-day SHN notice at the same location to minimize social contact and exposure.
 
If you have no other options and are required to move, we will assist to escalate to the relevant authorities (PA) to consider your request. You are to inform of the reason you need to move, where you are currently at, where and when you will be moving and how you will move there.
 
For PSHN+ with extenuating circumstances and require moving, please provide the details via the online form at www.go.gov.sg/shnhotelneeds. You may also contact 6812 5555 for more information."
87,Can I visit my preferred clinic or TCM Clinic instead?,"As part of socially responsibility, we recommend for PSHNs to go to the nearest available PHPC to minimise the contact with the general public."
88,Can my family members continue to stay with me during the time I serve SHN? Are they at risk of infection?,"Your family members may continue to live with you. However, you and your family should continue to monitor your health and observe good personal hygiene practices. Do not share food, crockery, utensils and other personal hygiene items.
 
If you become unwell, avoid contact with your family members and seek medical attention immediately."
89,Do I need to declare to my employers/schools that I am on SHN?,"Persons who have returned from the affected areas are advised to inform their employers or schools that they are on SHN. This is so that your employer or school can provide the necessary assistance to facilitate your SHN.
 
For persons with pre-scheduled appointments, they are also urged to contact the clinic and inform of their SHN status to confirm that the clinic will see them on the scheduled date/time before contacting PA. They should also defer all non-essential medical appointment after their SHN period."
90,"Do I need to make a booking for rooms at SHN designated facilities beforehand?
","No, SHN designated facilities will be assigned to returnees from the US and UK upon their arrival in Singapore. There will be no booking required."
91,"During my stay in the facilities, who can assist me in areas of food, medical supplies, childcare help etc?","Persons staying at the designated SHN facilities must not leave their designated location for any reason. Should they require assistance for daily needs, such as the purchase of groceries, they should make arrangements with their relatives/friends.
 
Those who require further assistance can submit a request at www.go.gov.sg/shnhotelneeds."
92,"Given that SHN is only a notice, what will happen if I don’t comply with the guidelines stated?","You are required to comply with the requirements as detailed in the SHN. You are strongly advised to comply as a precautionary measure to prevent transmission of disease in your workplace, place of education, or to members of public.
 
The Government of Singapore will conduct checks to ensure that you comply with the SHN. If you violate the SHN, you may face the following penalties, as you have put the well-being of the wider community at risk:
If you fail to comply with the SHN, you may be prosecuted under Section 21A of the Infectious Diseases Act; 
you are a Singapore Permanent Resident, Long-Term Visit Pass holder, Dependant’s Pass holder or Student’s Pass holder, your Re-Entry Permit or passes may be revoked or the validity shortened and you may be barred from entering Singapore for a specified period of time;
If you are a foreign employee (including foreign domestic workers) issued with a work pass, your work pass may be revoked.
If your child/ward is a full-time student attending a preschool, school or other educational institution in Singapore, your child/ward might be subjected to disciplinary action, including suspension or dismissal.

For foreign students, this may include the cancellation of your child/ward’s Student’s Pass or Dependant’s Pass."
93,How long is the Government providing these designated facilities?,We will continue to monitor the COVID-19 situation closely. We will stand down these facilities when the importation risk has been addressed.
94,How many facilities have been activated? what is the total capacity? How many Singaporeans/PRs do we expect to have to put up?,"We have sufficient rooms to accommodate all returning Singaporeans who have to serve their 14-day SHN in dedicated facilities. The Government will continue to monitor the dynamic and evolving COVID-19 situation, and adjust our capacity accordingly."
95,"How will my family members be informed on my assigned designated facilities?
",Persons on SHN are responsible for informing their family members of their assigned SHN dedicated facility.
96,"I am placed on Stay-Home-Notice. What should I do if the link in the SMS is not working?
","If you are unable to access the link in the SMS, you can email ICA to inform them at ICA_SHNQ@ica.gov.sg.
 
Please provide your full name, identification number (NRIC/FIN) and details of your phone, such as brand and model.
 
In the meantime, you may receive a phone call / house visit to verify your location. You will then need to explain to the officer that you did not receive the SMS and follow any instructions given by the officer to verify your location. 
 
Please note that ICA officers will not ask for any financial information or request for money over the phone. All ICA officers carry an ICA warrant card for identification purposes during house visits."
97,I am placed on the Stay-Home-Notice. What should I do if I did not receive the SMS that lets me report my location?,"If you did not receive the SMS, you may receive a phone call / house visit to verify your location. You will then need to explain to the officer that you did not receive the SMS and follow any instructions given by the office to verify your location.
Please note that ICA officers will not ask for any financial information or request for money over the phone. All ICA officers carry a ICA warrant card for identification purposes during house visits."
98,"I did a swab test, how will I get to know my test results?","I did a swab test, how will I get to know my test results?


Answer:Due to the surge of people going for the swab test recently, it may take at least 3 working days before you the results are ready.
If you had your test done at Public Healthcare Institutes (PHI) (i.e. not at NCID, checkpoints, NHPL), you will be able to view your results via the HealthHub application on your mobile phone. If you do not receive any news and am unable to see any results on the application after a week, please call the hospital/polyclinic directly to enquire.
If your swab test was done at checkpoints or at NCID, you may call the MOH Emergency Hotline at 1800-333-9999 if you do not receive any news after a week."
99,I have a pet. Can my pet stay with me at the SHN dedicated facilities?,"In general, pets are not allowed in SHN dedicated facilities. Those returning with pets should make their own arrangements for pet accommodation for 14 days (e.g. cared by family and friends). However, those who have extenuating circumstances that require them to be with their pet (e.g. pet is an emotional support animal) may submit a request through www.go.gov.sg/shnhotelneeds."
100,"I have a pre-arranged medical appointment (e.g. surgery / eye specialist / chemotherapy / kidney dialysis treatment) during my SHN period. What should I do?
","You are urged to call your clinic and declare that you are under SHN and check if the clinic will continue to see you during the pre-arranged appointment. Wherever possible, we urge you to defer non-emergency appointment to after your SHN.
 
For One-off appointment (within SHN period)
 
We will record the details of your appointment and you will need to contact us again, with your Full Name, last 4 digits of NRIC, residential address and contact number when you leave your home and when you return home on the day of your appointment.
 
You are urged to wear a mask, take private transport/taxi, practice precautionary measures such as safe distancing during your travel to the appointment. You are also only allowed to travel directly to the place of medical appointment and directly back home - you should not be heading anywhere else.
 
For recurring appointments (within SHN period)
 
We will record the details of your appointments and our team who is handling recurring medical appointments will get back to you."
101,"I have been served Quarantine Orders (QO) by MOH as I was a close contact to a person who tested positive for Covid-19. I need assistance, who should I contact?
","You should contact your QO Agent (Cisco Officer) via the contact provided. Otherwise, you can contact MOH Emergency Line at 1800-333-9999 for all medical assistance.
For food assistance, please seek the help of you friends, family or neighbours or via food delivery services."
102,"I have pre-booked a hotel to serve out my SHN prior to this announcement. Can I stay in my original hotel? If the hotel does not waive cancellation fees, will the Government provide reimbursement?","It is mandatory for all returnees (whether SC/PR/LTP holders) to serve their SHN in designated facilities.
 
Those who have arranged to serve out their SHN at other accommodation should inform their accommodation provider accordingly.
 
If you have incurred cancellation fees, you may request for further assistance through this form at www.go.gov.sg/shnhotelneeds, and we will contact you for more details."
103,"I have returned from US/UK, France, Switzerland, India, ASEAN countries and am currently serving my SHN. I wish to change my accommodation, how do I do so?
","For US/UK, Before 25 March 2020 2359 hours
 
You can submit your request via www.go.gov.sg/shnhotelneeds. Your request will be considered by the team handling PSHN who had returned from US/UK and serving their SHN at the dedicated facilities.
 
For US/UK, After 25 March 2020 2359 hours
 
From 25 March 2020, 2359 hours, returnees from UK/US will be required to serve their SHN in a dedicated facility (e.g. hotels). Transportation will be arranged to send the returnees directly from the airport to the hotels.
 
Returnees can contact the SHN helpline at 6812 5555 for more information.
 
If you wish to change your hotel location (with compelling reasons), we will escalate to the team to handle your request. The team will get in touch with you.
 
For France, Switzerland, India, ASEAN countries, before 5 April 2020 2359 hours
 
Returnees from France, Switzerland, India, ASEAN countries who arrive in Singapore prior to 5 April 2020 2359 hours may not apply to switch to the dedicated facilities. This is to manage the limited capacity and prioritise fresh returnees.
 
For France, Switzerland, India, ASEAN countries, after 5 April 2020 2359 hours
 
From 5 April 2020, 2359 hours, returnees from France, Switzerland, India, ASEAN countries will be required to serve their SHN in a dedicated facility (e.g. hotels). Transportation will be arranged to send the returnees directly from the airport to the hotels.
 
Returnees can contact the SHN helpline at 6812 5555 for more information.
 
If you wish to change your hotel location (with compelling reasons), we will escalate to the team to handle your request. The team will get in touch with you."
104,"I heard that people who are served a SHN will receive $100 a day under SHN Support Programme. Is this true?
","Under the SHN Support Programme, $100/day allowance is given to employer or self-employed person. Please visit MOM website for information on the SHN/LOA support programme."
105,"I need help finding accomodation to serve my SHN, where can I go?
","You may refer to https://go.gov.sg/sgn-shnaccom for a list of hotels to serve out your 14-days SHN.
 
Do note that you are required to declare that you are unable SHN and will stay for the full 14-days regardless of which form of accommodation you may choose."
106,"I need to update my contact details as I gave a different one to ICA at the checkpoint. How do I do it?
","If there is a change in contact details during your SHN period, please update ICA by either emailing them at ICA_SHNQ@ica.gov.sg or through the ICA online feedback form at https://go.gov.sg/icashn."
107,I represent a hotel that is not on the list of dedicated facilities for the new SHN arrangement. How were the hotels for the new arrangement selected? How can I get my hotel on that list?,Hotels who wish to become a designated SHN facility may contact STB.
108,"I suspect that I am a close contact with a person who test positive for Covid-19. What should I do?
","You should continue to stay home and monitor your health. MOH will contact you if you are identified as a close contact and serve you a Quarantine Order (QO). If you need further clarification, you can call the MOH Emergency Hotline at 1800-333-9999
Should you develop any symptoms prior to that, PSHN should make an appointment with the nearest PHPC and call PA to report the clinic name, appointment time, time of leaving and time of return. For PSHN+, please contact your hotel staff."
109,"I would like to report someone who has flouted the SHN rules, how can I do so?
",Member of public can report any information on those who do not comply with SHN requirements to ICA via www.go.gov.sg/reportSHNbreach or call 6812 5555.
110,"I would like to request to leave my residences on compassionate grounds (e.g. funeral procession, ROM ceremony, end-of-life)
",Please submit supporting documents to us at PA_QSM@pa.gov.sg and include details of the time and places your will be travelling to so that we can escalate your case for approval. Please also indicate your mode of transport between the locations.
111,"I’m serving my SHN at a designated facility/hotel/alternative accommodation and was given a 5-day MC that ends AFTER my SHN period. Am I able to relocate to serve out my MC after my SHN period ends? Do I need to submit a request to change accommodation?
","At the end of their SHN period, PSHN can go home if they have been serving their SHN at alternative accommodations. However, if they have also been issued medical leave, they will need to continue to stay home during the medical leave and are advised to take the necessary precautions during their travels back home.
There is no requirement to submit a request to change accommodation once your SHN ends."
112,"If I am delivering food/ supplies to a person under SHN, should I wear a mask or other protective equipment to protect myself?
",There is no need for masks or other protective equipment. The delivery can be conducted in such a way as to minimise contact with the person under SHN. The SHN is a precautionary measure and persons under SHN are not close contacts of confirmed cases.
113,"If I am worried about my status (whether or not I am infected), can I go to a hospital / National Centre for Infectious Diseases (NCID) to get tested?
","Diagnostic testing is available for symptomatic individuals who are admitted to hospital on suspicion of infection. If you develop fever, cough or breathlessness, or are feeling unwell, you should seek medical attention.

Your doctor will assess and refer you to the hospital if necessary."
114,"If I received SHN, am I under quarantine orders?
","No, you are not under quarantine orders and are not required to have a dedicated room and toilet if this is not feasible. However, you should remain in your place of residence at all times during the 14-day period."
115,"If I tested negative for my swab test, do I still have to serve out my 14-day SHN period?
","Regardless of the outcome of your test results, all PSHN (including PSHN+) must serve out the 14-day SHN period."
116,"If I were to arrive in Singapore via the land checkpoints, do i still need to serve out the SHN in designated facilities? What is the treatment if I were to drive back to Singapore?
","It is mandatory for all returnees to serve out their SHN in designated facilities. This includes those arriving via the land checkpoints, including those who will be driving or riding."
117,"Is the stay in the SHN dedicated facility free? Who has to pay?
","The cost of staying in these facilities will be paid for by Government, with the exception of returnees who had left Singapore from 27 March. As previously announced, these individuals will have to pay for the full cost of staying in these facilities, as they decided to disregard the travel advisory against all travel abroad issued on 18 March 2020."
118,Must all returning Singaporeans serve out their SHN in the designated facilities? What is the criteria to determine who should go to such facilities?,"To protect Singaporeans and further ring-fence the risk of community transmission form imported cases, from 9 April 2359H, it is mandatory for all returnees (whether SC/PR/LTP holders) to serve their SHN in designated facilities."
119,My assigned dedicated facility is not suitable for me. Can I transfer to another facility? Can I go home midway?,"All our dedicated facilities follow strict infection control measures and precautions, adhere to proper security arrangements, and are run by staff trained by MOH. They are suitable and safe for returnees too serve out their SHN.
 
Similar to all other persons under SHN, returnees staying in our assigned SHN dedicated facilities have to remain in their place of residence at all times during the 14 day period.
 
For those with extenuating circumstances, such as medical conditions or mobility issues, they should provide the details in this form at www.go.gov.sg/shnhotelneeds.
 
They can also contact the SHN Helpline at 6812 5555 for more information."
120,"My flatmates/tenants have just returned from other countries, can I still carry on with my daily activities (e.g. work/school)?","The notice applies only to persons returning from any countries. However, you should minimise contact with persons under SHN. Those on SHN and others who are living together should continue to monitor their health, observe good personal hygiene and seek medical attention if unwell."
121,"My foreign domestic worker (FDW) is sick. The whole family is also under SHN, how can I get medical assistance for my FDW?",PA will assist to arrange for a medical appointment at the nearest PHPC. Do note that as the employer of the FDW must bear all the medical expenses of the FDW.
122,Should I report myself to quarantine centres or shift out of my house instead of staying at home?,"No. As you are not a close contact of confirmed cases, SHN requires you to remain in your place of residence at all times for a 14-day period. You are not to leave your residence, even if it is to purchase food and essentials. If necessary, you may opt for home delivery services or enlist the assistance of others for your daily necessities."
123,What are the rooming arrangements like for those assigned to the dedicated SHN hotels? Will couples and families be separated?,"If you and your family members are arriving together from the same flight, we will do our best to accommodate requests for you to stay together, and to provide the appropriate room size depending on your family size, subject to room availability."
124,What happens after I have completed my 14-day period of SHN?,"If you are feeling well, you may no longer need to be confined to your place of residence and may carry on with your normal activities.
 
If you are unwell, please see a doctor immediately.
 
If you are on medical leave, you are advised to stay home and rest throughout the period of your medical leaves before heading back to work/school."
125,What happens if a person under SHN staying in the facility is sick and subsequently diagnosed with the virus?,"For life-threatening cases such as cardiac arrest, active seizures, breathlessness, major traumas and stroke, please call 995 directly for assistance.
 
For non-emergencies medical assistance (such as cough, flu, sore throat, fever, scheduled medical appointments, refilling of prescription etc), you may contact your hotel front desk for assistance.
 
If the person is diagnosed with the virus, he/she will be warded in hospital for treatment and will not return to the facility. The government will arrange for the room that the person had stayed in to be thoroughly cleaned according to guidelines from MOH/NEA."
126,What happens if I am unwell? Will I be isolated if I turn out to be a confirmed case subsequently?,"For life-threatening cases such as cardiac arrest, active seizures, breathlessness, major traumas and stroke, please call 995 directly for assistance; and
 
For non-emergencies (such as cough or fever, follow-up visits for chronic conditions, refilling of prescription, etc.):
For Singapore Citizens, Permanent Residents and Long-Term Visit Pass holders and Short-Term Visitor NOT staying in hotels, you are advised to make an appointment with the nearest Public Health Preparedness Clinic (PHPC) or GP clinic, or to arrange for a house call by a GP (for those with mobility issues). Please inform the staff and doctor of your travel history and that you have been issued a SHN. After which, please call/use FormSG to report the clinic name, appointment time, time you leave and time you return home.;

For students/ pre-school students, you can seek assistance from your school or MOE/ECDA; and

For foreign employees issued with a work pass, you should contact your employer.

For confirmed cases, MOH will contact you to make the necessary arrangements to isolate you for your own safety and the safety of others. In the meantime, please continue to stay in your own room, monitor your health and practice the relevant precautionary measures such as wearing a mask and safe distancing."
127,What happens if I need financial assistance?,"For SHNs who are Singaporeans/PRs, you may call Comcare Hotline at 1800 222 0000 from Mon-Sun 7am – 12midnight. This is applicable if your household has at least one SC/PR staying with you.
 
For SHNs who are on work passes, please approach your employers for means of lodging and food. For disputes, may refer to MOM via hotline 64385122 from Mon – Fri 8.30am – 1.30pm and Saturday 8.30am – 1pm. Closed on Sun/PH.
 
For SHNs who are students, please approach your schools for assistance in terms of lodging and food. For Private Education Institutions (CEP): 67855785 from Mon – Fri 8.30am – 1.30pm and Saturday 8.30am – 1pm. Closed on Sun/PH. 
 
For SHNs on Long-Term Visit Pass, you may let us know your needs so we can follow up."
128,"What happens if my groceries, basic necessities and medical supplies run out?","PSHN are expected to be self-sufficient for their period of SHN. Please approach your family members or friends who are not under SHN for assistance or opt for home delivery services.
 
If you require general assistance during the SHN period, please not the following:
 
 a. For Singapore Citizens, Permanent Residents, Long-Term Visit Pass holders and Short-Term Visitor NOT staying in hotels, who require food/grocery assistance because they have no one to help them, PA will assist to take down the relevant details and our CO colleagues will contact you to provide support, where applicable.
 
 b. For Singapore Citizens, Permanent Residents, Long-Term Visit pass holders and Short-Term Visitor NOT staying in hotels, who require assistance for medical supplies (e.g. top-up of prescription etc) because they have no one to help them, please call the clinic/polyclinic to enquire on the delivery option. If the options are not feasible, PA will assist to take down the relevant details and our CO colleagues will contact you to provide support, where applicable.
 
 c. Foreign employees issued with a work pass should call their employers. If the employer fails to provide assistance, please call the Ministry of Manpower at 64385122; and
 
 d. Students studying in Ministry of Education (MOE) schools, Institute of Technical Education, polytechnics, autonomous universities or private education institute may call their schools. Parents/guardians of pre-school children may call the Early Childhood Development Agency (ECDA) at 67359213.
 
 e. Person serving SHN at designated isolation facilities, otherwise known as PSHN+ (e.g. returnees from US/UK from 25 Mar, 2359hrs and France, Switzerland, India and ASEAN countries from 5 April, 2359hrs, or from any other countries from 9 April 2359hrs, should approach the hotel staff to seek assistance. Any callers for PSHN+ who require medical assistance shall be escalated for GPP's assistance."
